1,http://cache.wine.com/labels/109702l.jpg,http://click.linksynergy.com/fs-bin/click?id=kGlYcEx49rg&subid=0&offerid=141136.1&type=10&tmpid=4179&RD_PARM1=http%3a%2f%2fwww.wine.com%2fv6%2fJoel-Gott-Sauvignon-Blanc-2010%2fwine%2f109702%2fdetail.aspx%3f,2010,Joel Gott
2,http://cache.wine.com/labels/124314l.jpg,http://click.linksynergy.com/fs-bin/click?id=kGlYcEx49rg&subid=0&offerid=141136.1&type=10&tmpid=4179&RD_PARM1=http%3a%2f%2fwww.wine.com%2fv6%2fJean-Luc-Colombo-Les-Terres-Brulees-Cornas-2010%2fwine%2f124314%2fdetail.aspx%3f,2010,Jean-Luc Colombo
3,http://cache.wine.com/labels/113619l.jpg,http://click.linksynergy.com/fs-bin/click?id=kGlYcEx49rg&subid=0&offerid=141136.1&type=10&tmpid=4179&RD_PARM1=http%3a%2f%2fwww.wine.com%2fv6%2fDuckhorn-Three-Palms-Merlot-2007%2fwine%2f113619%2fdetail.aspx%3f,2007,Duckhorn Vineyards
4,http://cache.wine.com/labels/108074l.jpg,http://click.linksynergy.com/fs-bin/click?id=kGlYcEx49rg&subid=0&offerid=141136.1&type=10&tmpid=4179&RD_PARM1=http%3a%2f%2fwww.wine.com%2fv6%2fDuckhorn-Napa-Merlot-2008%2fwine%2f108074%2fdetail.aspx%3f,2008,Duckhorn Vineyards
5,http://cache.wine.com/labels/108074l.jpg,http://click.linksynergy.com/fs-bin/click?id=kGlYcEx49rg&subid=0&offerid=141136.1&type=10&tmpid=4179&RD_PARM1=http%3a%2f%2fwww.wine.com%2fv6%2fDuckhorn-Napa-Merlot-2008%2fwine%2f108074%2fdetail.aspx%3f,2008,Duckhorn Vineyards
6,http://cache.wine.com/labels/528l.jpg,http://click.linksynergy.com/fs-bin/click?id=kGlYcEx49rg&subid=0&offerid=141136.1&type=10&tmpid=4179&RD_PARM1=http%3a%2f%2fwww.wine.com%2fv6%2fVeuve-Clicquot-Brut-Yellow-Label%2fwine%2f528%2fdetail.aspx%3f,-1,Veuve Clicquot
7,http://cache.wine.com/labels/97557l.jpg,http://click.linksynergy.com/fs-bin/click?id=kGlYcEx49rg&subid=0&offerid=141136.1&type=10&tmpid=4179&RD_PARM1=http%3a%2f%2fwww.wine.com%2fv6%2fMoet-and-Chandon-Imperial%2fwine%2f97557%2fdetail.aspx%3f,-1,Mo�t & Chandon
8,http://cache.wine.com/labels/8498l.jpg,http://click.linksynergy.com/fs-bin/click?id=kGlYcEx49rg&subid=0&offerid=141136.1&type=10&tmpid=4179&RD_PARM1=http%3a%2f%2fwww.wine.com%2fv6%2fRoederer-Estate-Brut%2fwine%2f8498%2fdetail.aspx%3f,-1,Roederer Estate
9,http://cache.wine.com/labels/94655l.jpg,http://click.linksynergy.com/fs-bin/click?id=kGlYcEx49rg&subid=0&offerid=141136.1&type=10&tmpid=4179&RD_PARM1=http%3a%2f%2fwww.wine.com%2fv6%2fVega-Sicilia-Unico-Gran-Reserva-Tinto-1996%2fwine%2f94655%2fdetail.aspx%3f,1991,Bodegas Vega Sicilia
10,http://cache.wine.com/labels/108500l.jpg,http://click.linksynergy.com/fs-bin/click?id=kGlYcEx49rg&subid=0&offerid=141136.1&type=10&tmpid=4179&RD_PARM1=http%3a%2f%2fwww.wine.com%2fv6%2fTravaglini-Gattinara-2005%2fwine%2f108500%2fdetail.aspx%3f,2005,Travaglini
